img1,img2,deepfake,FaceNet_genuine,FaceNet_fake,DeepFace_genuine,DeepFace_fake,Arcface_genuine,Arcface_fake,Magface_genuine,Magface_fake
roztriedene/1/CFP_1.jpg,roztriedene/1/CFP_2.jpg,roztriedene/1/Deep_2.jpg,0.6723660499254611,1.2679454318924803,0.7365833380687706,0.7688071789397444,0.87827605,1.4250399,0.7363261,1.3294569
roztriedene/2/CFP_1.jpg,roztriedene/2/CFP_2.jpg,roztriedene/2/Deep_2.jpg,0.5572584904697168,,0.6740531336686746,,0.50759596,1.3326683,0.5182856,1.381582
roztriedene/3/CFP_1.jpg,roztriedene/3/CFP_2.jpg,roztriedene/3/Deep_2.jpg,0.5147019879250004,1.1547300014864685,0.45723474090139987,0.5236514933887625,0.6263833,1.2769939,0.57499033,1.3026366
roztriedene/4/CFP_1.jpg,roztriedene/4/CFP_2.jpg,roztriedene/4/Deep_2.jpg,0.910492327542562,1.1573479510602518,0.9505927240448134,0.8759276805651112,0.99832374,1.3511921,0.7662153,1.4140788
roztriedene/5/CFP_1.jpg,roztriedene/5/CFP_2.jpg,roztriedene/5/Deep_2.jpg,0.6469285930847879,1.3341209156881235,0.537598157870732,0.5115926805262032,0.76340675,1.4468281,0.66481024,1.3933086
roztriedene/6/CFP_1.jpg,roztriedene/6/CFP_2.jpg,roztriedene/6/Deep_2.jpg,0.9816619051248012,1.3008531596688409,0.794274795556126,0.7935982628048084,1.1257515,1.4023224,1.0128548,1.3896009
roztriedene/7/CFP_1.jpg,roztriedene/7/CFP_2.jpg,roztriedene/7/Deep_2.jpg,0.5210143456615632,1.3571762104001708,0.5102904212256951,0.7453763292305035,0.71417844,1.2557547,0.7157233,1.3151373
roztriedene/8/CFP_1.jpg,roztriedene/8/CFP_2.jpg,roztriedene/8/Deep_2.jpg,0.4081104804309491,1.0652049086424693,0.385572103955933,0.4618212804896962,0.6207361,1.1419761,0.52272016,1.1346817
roztriedene/9/CFP_1.jpg,roztriedene/9/CFP_2.jpg,roztriedene/9/Deep_2.jpg,0.8290002303314049,1.1385342844551065,0.6850796899541229,0.7208473871923291,0.7241378,1.201707,0.6272046,1.3577566
roztriedene/10/CFP_1.jpg,roztriedene/10/CFP_2.jpg,roztriedene/10/Deep_2.jpg,0.8276449530782964,0.9739414336713526,0.6147058908788157,0.6396388775500303,0.74304646,1.1817175,0.73335767,1.323605
roztriedene/11/CFP_1.jpg,roztriedene/11/CFP_2.jpg,roztriedene/11/Deep_2.jpg,0.6110657447603604,1.4428804025186752,0.48844005994447387,0.6852946212503732,0.6952523,1.3695219,0.6749224,1.4441369
roztriedene/12/CFP_1.jpg,roztriedene/12/CFP_2.jpg,roztriedene/12/Deep_2.jpg,0.8149079680174809,1.3400656088826322,0.5211898850699339,0.7312497750137312,0.7626444,1.2942573,0.7720801,1.3469526
roztriedene/13/CFP_1.jpg,roztriedene/13/CFP_2.jpg,roztriedene/13/Deep_2.jpg,0.7103891847947225,1.2114444330795666,0.51007649286824,0.599118646351013,0.6574978,1.1899054,0.7918571,1.4094566
roztriedene/14/CFP_1.jpg,roztriedene/14/CFP_2.jpg,roztriedene/14/Deep_2.jpg,0.930344157562779,1.366647225297369,0.8900717055111111,0.9032181347042955,0.82137877,1.3647329,0.7798482,1.3966343
roztriedene/15/CFP_1.jpg,roztriedene/15/CFP_2.jpg,roztriedene/15/Deep_2.jpg,,1.1987110767601155,,0.7594511128657678,0.6373479,1.2984296,0.48767427,1.3907794
